公告,#genre#
CCTV1,http://106.46.147.208:10443/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路52』
CCTV1,http://36.40.236.111:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路53』
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路54』
CCTV1,http://101.66.199.82:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路55』
CCTV1,http://101.66.199.121:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路56』
CCTV1,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路57』
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路58』
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路59』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$LR•IPV4『线路60』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$LR•IPV4『线路61』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$LR•IPV4『线路62』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$LR•IPV4『线路63』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$LR•IPV4『线路64』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$LR•IPV4『线路65』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$LR•IPV4『线路66』
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路67』
CCTV1,http://newtv.fun:35455/gaoma/cctv1.m3u8$LR•IPV4『线路68』
CCTV1,http://111.170.172.113:35455/gaoma/cctv1.m3u8$LR•IPV4『线路69』
CCTV1,http://117.144.58.42:35455/gaoma/cctv1.m3u8$LR•IPV4『线路70』
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8$LR•IPV4『线路71』
CCTV1,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1$LR•IPV4『线路72』
CCTV1,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$LR•IPV4『线路73』
CCTV1,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路74』
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路75』
CCTV1,http://110.42.45.89:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路76』
CCTV1,p3p://173.208.176.178:31809/62c200310006b7b2a8c4dade0fd02231$LR•IPV4『线路77』
CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$LR•IPV4『线路78』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=701afbfc9d2f77d62a9cc2f9479ecde3db6cef36d454660b5d2f0ffb3a1017d0e04c2e19dcbb7c344d80cfb64e43e90dd66c458476898ee612d0e2e9261645fcfc0d32fb90cdf2021d89c4877a$LR•IPV4『线路79』
CCTV1,http://119.32.12.32:2901/udp/224.1.100.90:11111$LR•IPV4『线路80』
CCTV1,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=1$LR•IPV4『线路81』
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$LR•IPV4『线路82』
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$LR•IPV4『线路83』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路84』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$LR•IPV4『线路85』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路86』
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$LR•IPV4『线路87』
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$LR•IPV4『线路88』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•IPV4『线路89』
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$LR•IPV4『线路90』
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$LR•IPV4『线路91』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8786&tk=f6cc1e0a0e1a$LR•IPV4『线路92』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1531&tk=f6cc1e0a0e1a$LR•IPV4『线路93』
CCTV1,http://www.terrykang.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路94』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111$LR•IPV4『线路95』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111$LR•IPV4『线路96』
CCTV1,http://livetv.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路97』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=184a95f0cdaaf7c1f3c7b4cd06d432af7234562e68074726eac10898c158cf1eea49819ced71b5e3d2f3ea0023ff71f8062e39a0a92ffd236a2c1ef4a30ca7f3cb03548908d23e6c6d685437e2$LR•IPV4『线路98』
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$LR•IPV4『线路99』
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$LR•IPV4『线路100』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4『线路101』
CCTV1,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路102』
CCTV1,http://hangfun.top:35455/gaoma/cctv1.m3u8$LR•IPV4『线路103』
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120$LR•IPV4『线路104』
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8$LR•IPV4『线路105』
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$LR•IPV4『线路106』
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8$LR•IPV4『线路107』
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路108』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路109』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路110』
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路111』
CCTV1,http://219.145.93.74:9999/tsfile/live/0001_1.m3u8$LR•IPV4『线路112』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路113』
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路114』
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路115』
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路116』
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路117』
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8$LR•IPV4『线路118』
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路119』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8$LR•IPV4『线路120』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路121』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路122』
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$LR•IPV4『线路123』
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8$LR•IPV4『线路124』
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路125』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路126』
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8$LR•IPV4『线路127』
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$LR•IPV4『线路128』
CCTV1,http://58.19.38.162:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路129』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路130』
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$LR•IPV4『线路131』
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$LR•IPV4『线路132』
CCTV1,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476879.m3u8$LR•IPV4『线路133』
CCTV1,http://www.170217.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路134』
CCTV1,p3p://108.181.32.169:33443/6794c86f000d02a1772744cf38ed5c13$LR•IPV4『线路135』
CCTV1,http://14.112.86.85:4022/udp/239.77.1.17:5146$LR•IPV4『线路136』
CCTV1,http://14.117.233.59:9000/udp/239.77.1.17:5146$LR•IPV4『线路137』
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•IPV4『线路138』
CCTV1,http://114.246.181.146:4022/rtp/239.3.1.129:8008$LR•IPV4『线路139』
CCTV1,http://115.171.80.152:1688/udp/225.1.8.1:8008$LR•IPV4『线路140』
CCTV1,http://115.171.80.152:1688/udp/225.1.8.101:8080$LR•IPV4『线路141』
CCTV1,http://116.226.8.90:4022/udp/239.45.3.145:5140$LR•IPV4『线路142』
CCTV1,http://115.230.187.20:9999/rtp/233.50.201.118:5140$LR•IPV4『线路143』
CCTV1,http://220.173.254.6:6666/udp/239.81.0.102:4056$LR•IPV4『线路144』
CCTV1,http://220.173.254.6:6666/udp/239.81.0.13:4056$LR•IPV4『线路145』
CCTV1,http://112.74.115.68:35455/gaoma/cctv1.m3u8$LR•IPV4『线路146』
CCTV1,http://221.226.4.10:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路147』
CCTV1,http://1.itv.nctv.top:35455/gaoma/cctv1.m3u8$LR•IPV4『线路148』
CCTV1,http://43.248.128.135:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路149』
CCTV1,http://114.252.238.87:8000/udp/239.3.1.129:8008$LR•IPV4『线路150』
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140$LR•IPV4『线路151』
CCTV1,http://60.7.56.33:4000/udp/239.253.92.83:8012$LR•IPV4『线路152』
CCTV1,http://ott.eonn.cn:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路153』
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路154』
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$LR•IPV4『线路155』
CCTV1,http://101.66.198.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路156』
CCTV1,http://2000.run:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路157』
CCTV1,http://nas.hssvm.com:8888/udp/225.1.1.120:5002$LR•IPV4『线路158』
CCTV1,http://113.65.9.137:4014/udp/239.77.1.17:5146$LR•IPV4『线路159』
CCTV1,http://101.66.199.106:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路160』
CCTV1,http://113.220.234.47:9999/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路161』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路162』
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路163』
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路164』
CCTV1,http://119.136.113.11:8888/udp/239.77.0.86:5146$LR•IPV4『线路165』
CCTV1,http://183.7.123.198:4000/udp/239.77.0.129:5146$LR•IPV4『线路166』
CCTV1,http://120.197.43.179:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路167』
CCTV1,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8$LR•IPV4『线路168』
CCTV1,http://60.2.190.206:4000/udp/239.253.92.83:8012$LR•IPV4『线路169』
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8$LR•IPV4『线路170』
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路171』
CCTV1,http://183.191.144.167:9003/hls/1/index.m3u8$LR•IPV4『线路172』
CCTV1,http://221.14.190.237:9003/hls/1/index.m3u8$LR•IPV4『线路173』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路174』
CCTV1,http://219.156.17.199:9003/hls/1/index.m3u8$LR•IPV4『线路175』
CCTV1,http://113.140.86.162:8009/hls/501/index.m3u8$LR•IPV4『线路176』
CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路177』
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8$LR•IPV4『线路178』
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路179』
CCTV1,http://2000.run:35455/gaoma/cctv1.m3u8$LR•IPV4『线路180』
CCTV1,http://58.17.116.69:9908/tsfile/live/0001_1.m3u8$LR•IPV4『线路181』
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路182』
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路183』
CCTV1,http://121.33.239.242:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路184』
CCTV1,http://home.wwang.pw:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路185』
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-HD-265-8M$LR•IPV4『线路186』
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264$LR•IPV4『线路187』
CCTV1,http://138.2.110.209:35455/gaoma/cctv1.m3u8$LR•IPV4『线路188』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9282&tk=e503191f8e20$LR•IPV4『线路189』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7664&tk=b53028476470$LR•IPV4『线路190』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7418&tk=b53028476470$LR•IPV4『线路191』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2992&tk=e503191f8e20$LR•IPV4『线路192』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1851&tk=b53028476470$LR•IPV4『线路193』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2569&tk=e503191f8e20$LR•IPV4『线路194』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7689&tk=e503191f8e20$LR•IPV4『线路195』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8619&tk=e503191f8e20$LR•IPV4『线路196』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路197』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3943&tk=b53028476470$LR•IPV4『线路198』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8926&tk=b53028476470$LR•IPV4『线路199』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8318&tk=2aca1ad9a849$LR•IPV4『线路200』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7928&tk=e503191f8e20$LR•IPV4『线路201』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20$LR•IPV4『线路202』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0078&tk=b53028476470$LR•IPV4『线路203』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1045&tk=b53028476470$LR•IPV4『线路204』
CCTV1,http://bg5aqv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路205』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9659&tk=b53028476470$LR•IPV4『线路206』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6804&tk=b53028476470$LR•IPV4『线路207』
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8$LR•IPV4『线路208』
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8$LR•IPV4『线路209』
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8$LR•IPV4『线路210』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=6$LR•IPV4『线路211』
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$LR•IPV4『线路212』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=5$LR•IPV4『线路213』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=4$LR•IPV4『线路214』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=7$LR•IPV4『线路215』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=3$LR•IPV4『线路216』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=2$LR•IPV4『线路217』
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8$LR•IPV4『线路218』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=1$LR•IPV4『线路219』
CCTV1,http://106.53.99.30/dl/bjyd.php?id=1$LR•IPV4『线路220』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$LR•IPV4『线路221』
CCTV2,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8$LR•IPV6『线路1』
CCTV2,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$LR•IPV6『线路2』
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225619/2/index.m3u8$LR•IPV6『线路3』
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225643/2/index.m3u8$LR•IPV6『线路4』
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225500/2/index.m3u8$LR•IPV6『线路5』
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8$LR•IPV6『线路6』
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$LR•IPV6『线路7』
CCTV2,http://[2409:8087:1a01:df::406f]:80/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3$LR•IPV6『线路8』
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8?$LR•IPV6『线路9』
CCTV2,http:///udp/239.45.1.109:5140$LR•IPV4『线路10』
CCTV2,http:///udp/239.252.220.183:5140$LR•IPV4『线路11』
CCTV2,http://114.243.156.93:8888/rtp/239.3.1.60:8084$LR•IPV4『线路12』
CCTV2,http://123.113.237.160:8888/rtp/239.3.1.60:8084$LR•IPV4『线路13』
CCTV2,http://222.129.33.14:8888/rtp/239.3.1.60:8084$LR•IPV4『线路14』
CCTV2,http:///udp/239.76.246.152:1234$LR•IPV4『线路15』
CCTV2,http:///udp/239.76.253.152:9000$LR•IPV4『线路16』
CCTV2,http:///udp/239.93.1.23:6000$LR•IPV4『线路17』
CCTV2,http://183.141.216.3:9999/rtp/233.50.201.119:5140$LR•IPV4『线路18』
CCTV2,http://183.149.180.183:9999/rtp/233.50.201.119:5140$LR•IPV4『线路19』
CCTV2,http://115.220.243.30:9999/rtp/233.50.201.119:5140$LR•IPV4『线路20』
CCTV2,http://119.98.51.196:4022/rtp/239.69.1.102:10250$LR•IPV4『线路21』
CCTV2,http://111.175.166.209:8686/rtp/239.69.1.102:10250$LR•IPV4『线路22』
CCTV2,http://111.175.164.168:8888/rtp/239.69.1.102:10250$LR•IPV4『线路23』
CCTV2,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.174:9032$LR•IPV4『线路24』
CCTV2,http://27.10.129.243:8001/udp/225.0.4.132:7980$LR•IPV4『线路25』
CCTV2,http://27.10.129.243:8004/udp/225.0.4.132:7980$LR•IPV4『线路26』
CCTV2,http://220.192.2.145:8002/udp/225.0.4.132:7980$LR•IPV4『线路27』
CCTV2,http://221.196.34.247:4022/udp/225.1.1.133:5002$LR•IPV4『线路28』
